coverageLayer,description,descriptiveName,displayOrder,fileName,fileSize,groupName,guid,id,metaDataUrl,pyramid,tileReference
LIDAR-DSM-1M-ENGLAND-2015-EA-MD-YY,1m,LIDAR Tiles DSM at 1m spatial resolution 2015,-100,LIDAR-DSM-1M-2015-ST58sw.zip,35285679,LIDAR-DSM-TIMESTAMPED-ENGLAND-2015-EA,33ae1e00-b553-11e6-8fa0-9457a5578ca0,152955,,LIDAR-DSM-1M-ENGLAND-2015-EA,ST58
